Salesforce Account Name,Simplified Platform Tier,Account Type,Is Ela Subscription,Is Pbf,Account Connections Cost,Account DLW Cost,Account Annualized Cost,Annualized Revenue,Account Cost Margin,# of Syncing Connections,Total Donkey Runtime (hrs),Minimum ARR (70% Margin - Compute),Ideal ARR (95% Margin - Compute),Account Connections Cost (Grand Total),Account DLW Cost (Grand Total),Account Annualized Cost (Grand Total),Annualized Revenue (Grand Total),Account Cost Margin (Grand Total),# of Syncing Connections (Grand Total),Total Donkey Runtime (hrs) (Grand Total),Minimum ARR (70% Margin - Compute) (Grand Total),Ideal ARR (95% Margin - Compute) (Grand Total)
MoveOn.org Political Action,Standard,Customer,false,false,3446.8048231520393,0.0,3446.8048231520393,21957.000000000004,0.8430202293959995,29,1072.9730511111106,11489.349410506798,68936.09646304078,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
WPP Media Norway AS,Standard,Customer,false,true,3443.5549360893774,0.0,3443.5549360893774,36994.200000000004,0.9069163561831483,56,3336.5011147222212,11478.516453631259,68871.09872178754,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Degree, Inc. dba Lattice",Standard,Customer,false,false,3442.724918562341,0.0,3442.724918562341,126205.32,0.9727212377531919,59,1010.4384980555557,11475.749728541137,68854.49837124681,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Cloud Mile Pte Ltd (PARTNER),,Partner,false,false,3438.4640870109847,0.0,3438.4640870109847,0.0,,7,508.03935972222206,11461.546956703283,68769.2817402197,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Canadian Diabetes Association,BCF,Customer,false,false,3434.280567935401,0.0,3434.280567935401,18349.68,0.8128424818342663,2,482.27720805555555,11447.601893118004,68685.61135870802,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Inktavo,Standard,Customer,false,false,3428.796006618464,0.0,3428.796006618464,74849.16000000002,0.9541905880223844,16,2208.3516597222224,11429.320022061547,68575.92013236928,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
CIRCULAR ECONOMY SYSTEMS PTY LTD,Enterprise,Customer,false,false,3390.0867493763435,33.70275367065769,3423.7895030470017,66158.16000000003,0.9482484170804176,78,522.5197219444443,11412.63167682334,68475.79006094002,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"MJH Shared Services, LLC",BCF,Customer,false,false,3423.458239126928,0.0,3423.458239126928,126569.76000000001,0.972952004972381,81,1358.1066869444446,11411.527463756427,68469.16478253856,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Sunstate Equipment Co., LLC",BCF,HVR Only Customer,false,false,3421.7276253270365,0.0,3421.7276253270365,94625.63999999998,0.9638393185469918,50,611.4249252777779,11405.758751090123,68434.55250654073,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
beam,,Customer,true,false,3418.2280237848154,0.0,3418.2280237848154,71898.66532509695,0.9524576985076293,48,1827.971970277778,11394.093412616052,68364.5604756963,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Global Partners,Enterprise,Customer,false,false,3418.0950542386886,0.0,3418.0950542386886,74089.91999999998,0.9538655858416545,63,890.0774574999999,11393.650180795628,68361.90108477377,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Liminex, Inc. dba GoGuardian",Standard,Customer,false,false,3408.870509209364,0.0,3408.870509209364,38087.76,0.9104995802008476,33,1126.400511666667,11362.901697364548,68177.41018418728,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Goldsky,Enterprise,Customer,false,false,3406.110029236208,0.0,3406.110029236208,12205.08,0.7209268575678154,7,479.182941388889,11353.700097454028,68122.20058472415,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Florence Healthcare, Inc.",,Customer,true,false,3405.522178813134,0.0,3405.522178813134,66000.00000000001,0.9484011791088919,53,1230.155698055556,11351.74059604378,68110.44357626267,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Symetra,BCF,Customer,false,false,3400.8914402431724,0.0,3400.8914402431724,154599.36,0.9780019047928583,96,1071.8074152777779,11336.304800810574,68017.82880486344,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Ordinary Folk,Standard,Customer,false,false,3395.2838022027954,0.0,3395.2838022027954,17714.64,0.8083345864097269,43,934.3754794444446,11317.612674009319,67905.6760440559,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Arcadia Power Inc.,Standard,Customer,false,false,3395.28053429567,0.0,3395.28053429567,218334.60000000003,0.9844491870079425,137,810.2431974999998,11317.601780985568,67905.61068591339,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
WhitelyInc,,Internal,false,true,2929.7911167649277,459.1772516771352,3388.968368442062,0.0,,175,647.1883166666668,11296.561228140206,67779.36736884124,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Shift4 Payments,Enterprise,Customer,false,false,3385.556542344276,0.0,3385.556542344276,91440.95999999999,0.9629754921389246,15,574.6529844444444,11285.18847448092,67711.13084688551,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Rocket Money, Inc.",Standard,Customer,false,false,3380.432185176054,0.0,3380.432185176054,39906.72,0.9152916555112509,43,3396.7408502777785,11268.10728392018,67608.64370352108,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
KEYENCE CORPORATION,Standard,Customer,false,false,406.67609299212495,2972.324039336008,3379.000132328133,17295.72,0.8046337398889359,16,252.34909916666663,11263.33377442711,67580.00264656266,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Absorb LMS,Enterprise,Customer,false,true,3368.4106374208836,0.0,3368.4106374208836,111914.40000000005,0.9699019014762991,373,559.004033888889,11228.035458069613,67368.21274841767,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"National Academies of Sciences, Engineering, and Medicine",Starter,Customer,false,false,3360.025198412157,0.0,3360.025198412157,34721.64,0.9032296516405286,50,2603.617773055556,11200.08399470719,67200.50396824314,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Lyra Health, Inc.",Enterprise,Customer,false,false,2324.8614630221523,1025.9887405188779,3350.8502035410293,82425.36,0.9593468538864612,83,850.1875733333335,11169.500678470098,67017.00407082058,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Grill'd pty ltd,Standard,Customer,false,false,3348.6445865647183,0.0,3348.6445865647183,80108.63999999998,0.9581987088213616,58,767.1976838888891,11162.148621882396,66972.89173129437,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Production Resource Group LLC,Enterprise,Customer,false,false,3348.3716947053936,0.0,3348.3716947053936,102983.15999999996,0.9674862210995915,229,471.1765672222218,11161.238982351313,66967.43389410786,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Vetsource,Standard,Customer,false,false,3343.646540345593,0.0,3343.646540345593,125840.76000000001,0.9734295426986805,208,1098.5323069444441,11145.488467818644,66872.93080691186,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Grubhub Holdings Inc.,Enterprise,Customer,false,false,3338.881911986465,0.0,3338.881911986465,80556.36000000002,0.9585522246538143,13,1077.2343794444446,11129.606373288218,66777.6382397293,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Vuori, Inc.",Standard,Customer,false,false,3333.7283597566598,0.0,3333.7283597566598,143671.20000000004,0.9767961264348272,20,1191.9754316666665,11112.427865855532,66674.56719513319,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"Bespoke Global, Inc",Standard,Customer,false,false,3322.454612632276,0.0,3322.454612632276,36882.72,0.9099183950469956,63,2040.2750661111113,11074.848708774254,66449.09225264553,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Branch (OurBranch),Standard,Customer,false,false,3313.025564285657,0.0,3313.025564285657,66626.64000000003,0.9502747615025213,286,1377.95926861111,11043.418547618856,66260.51128571313,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
THE CLINIC s.r.o.,Enterprise,Customer,false,false,3310.96612957477,0.0,3310.96612957477,1336.56,-1.4772297013039224,3,526.2830894444444,11036.553765249235,66219.3225914954,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Insighta,Standard,Customer,false,true,3306.2897609714405,0.0,3306.2897609714405,49476.6,0.9331746773025745,111,2245.0021791666663,11020.965869904801,66125.79521942881,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
PromptCare,Enterprise,Customer,false,false,3297.5104263309327,0.0,3297.5104263309327,66208.67999999998,0.9501951945525733,21,1065.294491388889,10991.70142110311,65950.20852661865,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Modifi GmbH,Standard,Customer,false,false,3292.704868356771,0.0,3292.704868356771,8868.360000000002,0.6287132154810168,30,629.6433827777778,10975.68289452257,65854.09736713541,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
"TRI Pointe Homes, Inc.",Enterprise,Customer,false,false,3290.6087331629774,0.0,3290.6087331629774,30838.8,0.8932964728470959,25,522.2607783333333,10968.695777209925,65812.17466325955,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Atlan Pte. Ltd. (Customer),Standard,Customer,false,false,3290.485987215464,0.0,3290.485987215464,100176.83999999998,0.9671532263623461,44,1620.1193127777776,10968.286624051547,65809.71974430927,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Todo Cart�es,Enterprise,Customer,false,false,3288.3790062266858,0.0,3288.3790062266858,57072.6,0.94238252670762,29,1444.0215238888893,10961.263354088953,65767.5801245337,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Flow,Standard,Customer,false,false,3284.0212259381883,0.0,3284.0212259381883,37486.079999999994,0.9123935811389671,63,1483.1935291666666,10946.73741979396,65680.42451876376,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Paytronix,,Customer,true,false,3279.4824803597458,0.0,3279.4824803597458,240000.0,0.9863354896651677,272,613.7774419444445,10931.60826786582,65589.64960719491,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Vanaways Uk Limited,Enterprise,Customer,false,false,3276.8412761815334,0.0,3276.8412761815334,7738.92,0.5765764116722316,7,939.7873163888889,10922.804253938446,65536.82552363066,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Luxury Presence,Standard,Customer,false,false,3271.086626986227,0.0,3271.086626986227,87033.59999999999,0.9624158184082213,45,1771.5045430555551,10903.622089954091,65421.732539724544,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Grafana Labs,Standard,Customer,false,false,3267.677619860517,0.0,3267.677619860517,105194.04000000001,0.9689366658048258,30,1129.7574077777779,10892.258732868391,65353.55239721034,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Coco Delivery (Cyan Robotics),Enterprise,Customer,false,false,3263.63745848056,0.0,3263.63745848056,51364.32,0.9364610013628029,18,1126.3533055555554,10878.791528268534,65272.7491696112,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Watershed,Standard,Customer,false,false,3262.1434970697833,0.0,3262.1434970697833,42778.920000000006,0.9237441361990957,17,1300.6904355555555,10873.811656899277,65242.869941395664,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
Carvana,Enterprise,Customer,false,false,3260.1953404538076,0.0,3260.1953404538076,109138.84890949448,0.9701280032451378,9,1372.4695980555557,10867.317801512692,65203.90680907615,17798051.09548495,4172879.0050849714,21970930.10056965,334937103.64617896,0.934402818136926,351662,6330660.765095629,73236433.66856551,439418602.011393
